id,@id,addr:city,admin_level,alt_name,border_type,boundary,city,designation,district,is_in:city,kaynak,name,name:en,name:ku,name:ru,network,note,old_name,place,population,population:date,source,type,wall:material,@relations,wikidata,wikimedia_commons,wikipedia
relation/6789073,relation/6789073,,"8",,,administrative,Çankaya/Ankara,,,,,Mustafa Kemal Mahallesi,,,,,,,,,,,boundary,,,Q97320987,,
relation/6789092,relation/6789092,,"8",,,administrative,,,,,,Mutlukent Mahallesi,,,,,,,,,,,boundary,,,Q97234383,,
relation/6789093,relation/6789093,,"8",,,administrative,,,,,,Ümit Mahallesi,,,,,,,,,,,boundary,,,Q97235120,,
relation/6789110,relation/6789110,,"8",,,administrative,,,,,,Çayyolu Mahallesi,,,,,,,,,,,boundary,,,Q115449409,,
relation/6789120,relation/6789120,,"8",,,administrative,,,,,,Koru Mahallesi,,,,,,,,,,,boundary,,,Q97389501,,
relation/6789121,relation/6789121,,"8",,,administrative,,,,,,Konutkent Mahallesi,,,,,,,,,,,boundary,,,Q97389488,,
relation/6789274,relation/6789274,,"8",,,administrative,,,,,,Yaşamkent Mahallesi,,,,,,,,,,,boundary,,,Q21527328,,
relation/6789284,relation/6789284,,"8",,,administrative,,,,,,Alacaatlı Mahallesi,,,,,,,,,,,boundary,,,Q6093566,,
relation/6789345,relation/6789345,,"8",,,administrative,,,,,,Dodurga Mahallesi,,,,,,,,,,,boundary,,,Q6083681,,
relation/6789346,relation/6789346,,"8",,,administrative,,,,,,Prof. Dr. Ahmet Taner Kışlalı Mahallesi,,,,,,,,,,,boundary,,,Q97389535,,
relation/6789375,relation/6789375,,"8",,,administrative,,,,,,Fatih Sultan Mahallesi,,,,,,,,,,,boundary,,,Q97320936,,
relation/6789376,relation/6789376,,"8",,,administrative,,,,,,Beytepe Mahallesi,,,,,,,,,,,boundary,,,Q97233644,,
relation/6789619,relation/6789619,,"8",,,administrative,,,,,,Karacakaya Mahallesi,,,,,,,,,,,boundary,,,Q6082476,,
relation/6792223,relation/6792223,,"8",,,administrative,,,,,,Yeniçimşit Mahallesi,,,,,,,,,,,boundary,,,Q6066345,,
relation/6792224,relation/6792224,,"8",,,administrative,,,,,,Saraycık Mahallesi,,,,,,,,,,,boundary,,,Q6070721,,
relation/6792299,relation/6792299,,"8",,,administrative,,,,,,Osmaniye Mahallesi,,,,,,,,,,,boundary,,,Q12811278,,
relation/6792323,relation/6792323,,"8",,,administrative,,,,,,İncek Mahallesi,,,,,,,,,,,boundary,,,Q8080121,,
relation/6792446,relation/6792446,,"8",,,administrative,,,,,,Kızılcaşar Mahallesi,,,,,,,,,,,boundary,,,Q6454832,"Category:Kızılcaşar, Gölbaşı","tr:Kızılcaşar, Gölbaşı"
relation/6792597,relation/6792597,,"8",,,administrative,,,,,,Taşpınar Mahallesi,,,,,,,,,,,boundary,,,Q7690543,,
relation/6792629,relation/6792629,,"8",,,administrative,Çankaya/Ankara,,,,,Ahlatlıbel Mahallesi,,,,,,,,,,,boundary,,,Q97233340,,
relation/6792771,relation/6792771,,"8",,,administrative,,,,,,Ege Mahallesi,,,,,,,,,,,boundary,,,Q97230707,,
relation/6792836,relation/6792836,,"8",,,administrative,,,,,,Kızılca Mahallesi,,,,,,,,,,,boundary,,,Q6090218,,
relation/6793006,relation/6793006,,"8",,,administrative,,,,,,Adalet Mahallesi,,,,,,,,,,,boundary,,,Q97219798,,
relation/6794450,relation/6794450,,"8",,,administrative,,,,,,Karşıyaka Mahallesi,,,,,,,,,,,boundary,,,Q97320954,,
relation/6794464,relation/6794464,,"8",,,administrative,,,,,,Gaziosmanpaşa Mahallesi,,,,,,,,,,,boundary,,,Q97320938,,
relation/7064697,relation/7064697,,"8",,,administrative,,,,,,Şafak Mahallesi,,,,,,,,,,,boundary,,,Q97321071,,
relation/7064700,relation/7064700,,"8",,,administrative,,,,,,Bahçelievler Mahallesi,,,,,,,,,,,boundary,,,,,
relation/8451033,relation/8451033,,"8",,,administrative,,,,,,Muhsin Yazıcıoğlu Mahallesi,,,,,,,,,,,boundary,,,Q97222159,,
relation/8732916,relation/8732916,,"8",Aşağı Dikmen Mahallesi,,administrative,,,,,,Dumlupınar Mahallesi,,,,,,,,,,,boundary,,,Q97233526,,
relation/8827101,relation/8827101,,"8",,,administrative,,,,,,Hasanoğlan Bahçelievler Mahallesi,,,,,,,,,,,boundary,,,Q97320944,,
relation/8827102,relation/8827102,,"8",,,administrative,,,,,,Hasanoğlan Havuzbaşı Mahallesi,,,,,,,,,,,boundary,,,Q97320947,,
relation/8827103,relation/8827103,,"8",,,administrative,,,,,,Muzaffer Ekşi Mahallesi,,,,,,,,,,,boundary,,,Q97231837,,
relation/8827104,relation/8827104,,"8",,,administrative,,,,,,Hasanoğlan Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97320945,,
relation/8827105,relation/8827105,,"8",,,administrative,,,,,,İstasyon Mahallesi,,,,,,,,,,,boundary,,,Q97233048,,
relation/8827106,relation/8827106,,"8",,,administrative,,,,,,Şehitlik Mahallesi,,,,,,,,,,,boundary,,,Q97233138,,
relation/9101254,relation/9101254,,"8",,,administrative,,,,,,Yeşiltepe Mahallesi,,,,,,,,,,,boundary,,,Q97223443,,
relation/9101255,relation/9101255,,"8",,,administrative,,,,,,Beyazıt Mahallesi,,,,,,,,,,,boundary,,,Q97220430,,
relation/9101256,relation/9101256,,"8",,,administrative,,,,,,Timurhan Mahallesi,,,,,,,,,,,boundary,,,Q97223059,,
relation/9101274,relation/9101274,,"8",,,administrative,,,,,,Büğdüz Mahallesi,,,,,,,,,,,boundary,,,Q5005344,,
relation/9101305,relation/9101305,,"8",,,administrative,,,,,,Şeyhler Mahallesi,,,,,,,,,,,boundary,,,Q8082509,,
relation/9101314,relation/9101314,,"8",,,administrative,,,,,,Yıldırım Mahallesi,,,,,,,,,,,boundary,,,Q97223505,,
relation/9101382,relation/9101382,,"8",,,administrative,,,,,,Atatürk Mahallesi,,,,,,,,,,,boundary,,,Q97220096,,
relation/9101453,relation/9101453,,"8",,,administrative,,,,,,Kızık Mahallesi,,,,,,,,,,,boundary,,,Q6454778,,
relation/9101481,relation/9101481,,"8",,,administrative,,,,,,Karacalar Mahallesi,,,,,,,,,,,boundary,,,Q6367678,,
relation/9101489,relation/9101489,,"8",,,administrative,,,,,,Çardakbağı Mahallesi,,,,,,,,,,,boundary,,,Q11171053,,
relation/9101532,relation/9101532,,"8",Galaba Mahallesi,,administrative,,,,,,Kalaba Mahallesi,,,,,,,,,,,boundary,,,Q109386744,,
relation/9101571,relation/9101571,,"8",,,administrative,,,,,,Uzunlar Mahallesi,,,,,,,,,,,boundary,,,Q7905189,,
relation/9101591,relation/9101591,,"8",,,administrative,,,,,,Çam Mahallesi,,,,,,,,,,,boundary,,,Q8077475,,
relation/9101611,relation/9101611,,"8",,,administrative,,,,,,Karayatak Mahallesi,,,,,,,,,,,boundary,,,Q6368884,,
relation/9101612,relation/9101612,,"8",,,administrative,,,,,,Samut Mahallesi,,,,,,,,,,,boundary,,,Q97222543,,
relation/10104958,relation/10104958,,"8",,,administrative,,,,,,Ovacık Mahallesi,,,,,,,,,,,boundary,,,Q4833392,,
relation/10115265,relation/10115265,,"8",,,administrative,,,,,,Eğriekin Mahallesi,,,,,,,,,,,boundary,,,Q5423525,,
relation/10217709,relation/10217709,,"8","Güldarbı Mahallesi;Güldarbı",,administrative,,,,,,Güldarpı Mahallesi,,,,,,,,,,,boundary,,,Q12809770,,"tr:Güldarpı, Çubuk"
relation/11158285,relation/11158285,,"8",,,administrative,,,,,,Aliağa Mahallesi,,,,,,,,,,,boundary,,,Q97229980,"Category:Aliağa, Nallıhan","tr:Aliağa, Nallıhan"
relation/11158302,relation/11158302,,"8",,,administrative,,,,,,İbrahimbeyli Mahallesi,,,,,,,,,,,boundary,,,Q8003658,,"tr:İbrahimbeyli, Evren"
relation/11158303,relation/11158303,,"8",,,administrative,,,,,,Eskitorunobası Mahallesi,,,,,,,,,,,boundary,,,Q7827447,,"tr:Eskitorunobası, Evren"
relation/11158306,relation/11158306,,"8",,,administrative,,,,,,Cebirli Mahallesi,,,,,,,,,,,boundary,,,Q4831054,,"tr:Cebirli, Evren"
relation/11354387,relation/11354387,,"8",,,administrative,,,,,,Kuruçay Mahallesi,,,,,,,,,,,boundary,,,Q6447555,,
relation/11356128,relation/11356128,,"8",,,administrative,,,,,,Kışlacık Mahallesi,,,,,,,,,,,boundary,,,Q8003120,,
relation/11484848,relation/11484848,,"8",,,administrative,,,,,,Rüstempaşa Mahallesi,,,,,,,,,,,boundary,,,Q97232188,,"tr:Rüstempaşa, Beypazarı"
relation/11484849,relation/11484849,,"8",,,administrative,,,,,,İstiklal Mahallesi,,,,,,,,,,,boundary,,,Q97233055,,"tr:İstiklal, Beypazarı"
relation/11484850,relation/11484850,,"8",,,administrative,,,,,,Zafer Mahallesi,,,,,,,,,,,boundary,,,Q97232808,,"tr:Zafer, Beypazarı"
relation/11484851,relation/11484851,,"8",,,administrative,,,,,,Kurtuluş Mahallesi,,,,,,,,,,,boundary,,,Q97231539,,"tr:Kurtuluş, Beypazarı"
relation/11484852,relation/11484852,,"8",,,administrative,,,,,,Beytepe Mahallesi,,,,,,,,,,,boundary,,,Q97230322,"Category:Beytepe, Beypazarı","tr:Beytepe, Beypazarı"
relation/11484970,relation/11484970,,"8",,,administrative,,,,,,Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,Q97230494,,"tr:Cumhuriyet, Beypazarı"
relation/11484971,relation/11484971,,"8",,,administrative,,,,,,Başağaç Mahallesi,,,,,,,,,,,boundary,,,Q97230268,,"tr:Başağaç, Beypazarı"
relation/11484972,relation/11484972,,"8",,,administrative,,,,,,Hacıkara Mahallesi,,,,,,,,,,,boundary,,,Q97231199,,"tr:Hacıkara, Beypazarı"
relation/11485067,relation/11485067,,"8",,,administrative,,,,,,Ayvaşık Mahallesi,,,,,,,,,,,boundary,,,Q97230082,,"tr:Ayvaşık, Beypazarı"
relation/11485068,relation/11485068,,"8",,,administrative,,,,,,Yeşilağaç Mahallesi,,,,,,,,,,,boundary,,,Q97232716,,"tr:Yeşilağaç, Beypazarı"
relation/11485069,relation/11485069,,"8",,,administrative,,,,,,Gazipaşa Mahallesi,,,,,,,,,,,boundary,,,Q97231039,,"tr:Gazipaşa, Beypazarı"
relation/11485201,relation/11485201,,"8",,,administrative,,,,,,Yazı Mahallesi,,,,,,,,,,,boundary,,,Q97232618,,"tr:Yazı, Nallıhan"
relation/11558788,relation/11558788,,"8",,,administrative,,,,,,Karaköy Mahallesi,,,,,,,,,,,boundary,,,Q6368196,,
relation/12172830,relation/12172830,,"8",,,administrative,,,,,,Atatürk Mahallesi,,,,,,,,,,,boundary,,,Q97230064,,"tr:Atatürk, Nallıhan"
relation/12562285,relation/12562285,,"8",,,administrative,,,,,,Akdere Mahallesi,,,,,,,,,,,boundary,,,Q4700537,,"tr:Akdere, Nallıhan"
relation/12562286,relation/12562286,,"8",,,administrative,,,,,,Hacıbey Mahallesi,,,,,,,,,,,boundary,,,Q97231171,,"tr:Hacıbey, Nallıhan"
relation/12562287,relation/12562287,,"8",,,administrative,,,,,,100. Yıl Mahallesi,,,,,,,,,,,boundary,,,Q97229684,,"tr:100.Yıl, Nallıhan"
relation/12946871,relation/12946871,,"8",,,administrative,,,,,,Yeni Bağlıca Mahallesi,,,,,,,,,,,boundary,,,Q119166126,,
relation/12946872,relation/12946872,,"8",,,administrative,,,,,,Devlet Mahallesi,,,,,,,,,,,boundary,,,Q119166127,,
relation/13156854,relation/13156854,,"8",,,administrative,,,,,,Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97221238,,
relation/13200843,relation/13200843,,"8",,,administrative,,,,,,Yazır Mahallesi,,,,,,,,,,,boundary,,,Q8050658,,
relation/13393687,relation/13393687,,"8",,,administrative,,,,,,Yeşilova Mahallesi,,,,,,,,,,,boundary,,,Q97232752,,
relation/13393689,relation/13393689,,"8",,,administrative,,,,,,Hürriyet Mahallesi,,,,,,,,,,,boundary,,,Q97231311,,
relation/13393692,relation/13393692,,"8",,,administrative,,,,,,Yeni Mahalle,,,,,,,,,,,boundary,,,Q97232655,,
relation/13393693,relation/13393693,,"8",,,administrative,,,,,,Yeni Mahalle,,,,,,,,,,,boundary,,,Q97223402,,"tr:Yenimahalle, Evren"
relation/13436475,relation/13436475,,"8",,,administrative,,,,,,Kusunlar Mahallesi,,,,,,,,,,,boundary,,,Q6080311,,
relation/13436476,relation/13436476,,"8",,,administrative,,,,,,Zirvekent Mahallesi,,,,,,,,,,,boundary,,,Q97228985,,
relation/13438735,relation/13438735,,"8",,,administrative,,,,,,Kıbrısköy Mahallesi,,,,,,,,,,,boundary,,,Q6103083,,
relation/13441406,relation/13441406,,"8",,,administrative,,,,,,Lalahan Mahallesi,,,,,,,,,,,boundary,,,Q97227248,,
relation/13459552,relation/13459552,,"8",,,administrative,,,,,,Nasuhpaşa Mahallesi,,,,,,,,,,,boundary,,,Q97231897,,"tr:Nasuhpaşa, Nallıhan"
relation/13459553,relation/13459553,,"8",,,administrative,,,,,,Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97230906,,"tr:Fatih, Nallıhan"
relation/13513085,relation/13513085,,"8",,,administrative,,,,,,Bayındır Mahallesi,,,,,,,,,,,boundary,,,Q6070538,,
relation/13513086,relation/13513086,,"8",,,administrative,,,,,,Ortaköy Mahallesi,,,,,,,,,,,boundary,,,Q6090086,,
relation/13513087,relation/13513087,,"8",,,administrative,,,,,,Kutludüğün Mahallesi,,,,,,,,,,,boundary,,,Q97226961,,
relation/13513088,relation/13513088,,"8",,,administrative,,,,,,Yeni Bayındır Mahallesi,,,,,,,,,,,boundary,,,Q97232664,,
relation/13513089,relation/13513089,,"8",,,administrative,,,,,,Gökçeyurt Mahallesi,,,,,,,,,,,boundary,,,Q6077352,,
relation/13513090,relation/13513090,,"8",,,administrative,,,,,,Karşıyaka Mahallesi,,,,,,,,,,,boundary,,,Q97226528,,
relation/13513162,relation/13513162,,"8",,,administrative,,,,,,Yukarı İmrohor Mahallesi,,,,,,,,,,,boundary,,,Q97232770,,
relation/13513210,relation/13513210,,"8",,,administrative,,,,,,Diriliş Mahallesi,,,,,,,,,,,boundary,,,Q109393913,,
relation/13753686,relation/13753686,,"8",,,administrative,,,,,,Gençali Mahallesi,,,,,,,,,,,boundary,,,Q5533860,,
relation/13757557,relation/13757557,,"8",,,administrative,,,,,,Yeşildere Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97232735,,
relation/13757558,relation/13757558,,"8",,,administrative,,,,,,Seyitcemali Mahallesi,,,,,,,,,,,boundary,,,Q97232308,,
relation/13761238,relation/13761238,,"8",,,administrative,,,,,,Ostim Mahallesi,,,,,,,,,,,boundary,,,Q31187907,,
relation/13761239,relation/13761239,,"8",,,administrative,,,,,,Susuz Mahallesi,,,,,,,,,,,boundary,,,Q110819535,,
relation/13763127,relation/13763127,,"8",,,administrative,,,,,,Battalgazi Mahallesi,,,,,,,,,,,boundary,,,Q25473421,,
relation/13764530,relation/13764530,,"8",,,administrative,,,,,,Aşağı İmrahor Mahallesi,,,,,,,,,,,boundary,,,Q97389293,,
relation/14440196,relation/14440196,,"8",,,administrative,,,,,,Tuzla Mahallesi,,,,,,,,,,,boundary,,,Q97232530,,
relation/14440197,relation/14440197,,"8",,,administrative,,,,,,İstiklal Mahallesi,,,,,,,,,,,boundary,,,Q97233075,,
relation/14440198,relation/14440198,,"8",,,administrative,,,,,,Hacıenbiya Mahallesi,,,,,,,,,,,boundary,,,Q97231186,,
relation/14440199,relation/14440199,,"8",,,administrative,,,,,,Ekici Mahallesi,,,,,,,,,,,boundary,,,Q97230726,,
relation/14507855,relation/14507855,,"8",,,administrative,,,,,,Akkaya Mahallesi,,,,,,,,,,,boundary,,,Q4701356,,
relation/14510600,relation/14510600,,"8",,,administrative,,,,,,Taşpınar Mahallesi,,,,,,,,,,,boundary,,,Q7690546,,
relation/14510601,relation/14510601,,"8",,,administrative,,,,,,Sünlü Mahallesi,,,,,,,,,,,boundary,,,Q7666755,,
relation/14581699,relation/14581699,,"8",,,administrative,,,,,,Ağılcık Mahallesi,,,,,,,,,,,boundary,,,Q4833405,,
relation/14585335,relation/14585335,,"8",,,administrative,,,,,,Atatürk Mahallesi,,,,,,,,,,,boundary,,,Q97220133,,
relation/14585497,relation/14585497,,"8",,,administrative,,,,,,Barbaros Mahallesi,,,,,,,,,,,boundary,,,Q97220351,,
relation/14585623,relation/14585623,,"8",,,administrative,,,,,,Yavuz Selim Mahallesi,,,,,,,,,,,boundary,,,Q97223336,,
relation/14588964,relation/14588964,,"8",,,administrative,,,,,,Esenboğa Mahallesi,,,,,,,,,,,boundary,,,Q1367553,,
relation/14876323,relation/14876323,,"8",,,administrative,,,,,,Güneyce Mahallesi,,,,,,,,,,,boundary,,,Q31190040,,
relation/15011179,relation/15011179,,"8",,,administrative,,,,,,Yazıbeyli Mahallesi,,,,,,,,,,,boundary,,,Q8050649,,
relation/15054434,relation/15054434,,"8",,,administrative,,,,,,Yapracık Mahallesi,,,,,,,,,,,boundary,,,Q6087986,,
relation/15062320,relation/15062320,,"8",,,administrative,,,,,,Hacılar Mahallesi,,,,,,,,,,,boundary,,,Q106904770,,
relation/15062321,relation/15062321,,"8",,,administrative,,,,,,Hacıhasan Mahallesi,,,,,,,,,,,boundary,,,Q5637456,,
relation/15062414,relation/15062414,,"8",,,administrative,,,,,,Tulumtaş Mahallesi,,,,,,,,,,,boundary,,,Q7852423,,
relation/15062620,relation/15062620,,"8",,,administrative,,,,,,Orhun Mahallesi,,,,,,,,,,,boundary,,,Q97320993,,
relation/15062621,relation/15062621,,"8",,,administrative,,,,,,Yukarıyurtçu Mahallesi,,,,,,,,,,,boundary,,,Q6058883,,
relation/15062622,relation/15062622,,"8",,,administrative,,,,,,Aşağıyurtçu Mahallesi,,,,,,,,,,,boundary,,,Q6067581,,
relation/15062623,relation/15062623,,"8",,,administrative,,,,,,Atayurt Mahallesi,,,,,,,,,,,boundary,,,Q31190704,,
relation/15062688,relation/15062688,,"8",,,administrative,,,,,,Turkuaz Mahallesi,,,,,,,,,,,boundary,,,Q97321039,,
relation/15063735,relation/15063735,,"8",,,administrative,,,,,,Balıkuyumcu Mahallesi,,,,,,,,,,,boundary,,,Q6077565,,
relation/15063736,relation/15063736,,"8",,,administrative,,,,,,Şehitali Mahallesi,,,,,,,,,,,boundary,,,Q6075787,,
relation/15063737,relation/15063737,,"8",,,administrative,,,,,,Fevziye Mahallesi,,,,,,,,,,,boundary,,,Q6078824,,
relation/15608911,relation/15608911,,"8",,,administrative,,,,,,Oyaca Akarsu Mahallesi,,,,,,,,,,,boundary,,,Q15039584,,
relation/15608912,relation/15608912,,"8",,,administrative,,,,,,Oyaca Yeşilçam Mahallesi,,,,,,,,,,,boundary,,,Q15039584,,
relation/16005641,relation/16005641,,"8",,,administrative,,,,,,Şentepe Mahallesi,,,,,,,,,,,boundary,,,Q97233163,,
relation/16005642,relation/16005642,,"8",,,administrative,,,,,,İstiklal Mahallesi,,,,,,,,,,,boundary,,,Q97233067,,
relation/16005643,relation/16005643,,"8",,,administrative,,,,,,Çamlıca Mahallesi,,,,,,,,,,,boundary,,,Q109393845,,
relation/16005644,relation/16005644,,"8",,,administrative,,,,,,Yeni Mahalle,,,,,,,,,,,boundary,,,Q97232643,,
relation/16005645,relation/16005645,,"8",,,administrative,,,,,,Zafer Mahallesi,,,,,,,,,,,boundary,,,Q97232816,,
relation/16005646,relation/16005646,,"8",,,administrative,,,,,,Esentepe Mahallesi,,,,,,,,,,,boundary,,,Q97230858,,
relation/16005647,relation/16005647,,"8",,,administrative,,,,,,Gülveren Mahallesi,,,,,,,,,,,boundary,,,Q97231113,,
relation/16005648,relation/16005648,,"8",,,administrative,,,,,,Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97230921,,
relation/16005649,relation/16005649,,"8",,,administrative,,,,,,Şehitlik Mahallesi,,,,,,,,,,,boundary,,,Q97233150,,
relation/16005650,relation/16005650,,"8",,,administrative,,,,,,Kurtuluş Mahallesi,,,,,,,,,,,boundary,,,Q97231547,,
relation/16005651,relation/16005651,,"8",,,administrative,,,,,,Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,Q97230505,,
relation/16005652,relation/16005652,,"8",,,administrative,,,,,,Gazi Mahallesi,,,,,,,,,,,boundary,,,Q97230999,,
relation/16005653,relation/16005653,,"8",,,administrative,,,,,,Mehmetakif Mahallesi,,,,,,,,,,,boundary,,,Q97231766,,
relation/16326514,relation/16326514,,"8",,,administrative,,,,,,Yeşilkent Mahallesi,,,,,,,,,,,boundary,,,Q97389572,,
relation/16346154,relation/16346154,,"8",,,administrative,,,,,,Aktaş Mahallesi,,,,,,,,,,,boundary,,,Q4701875,,
relation/16355834,relation/16355834,,"8",,,administrative,,,,,,Yiğitli Mahallesi,,,,,,,,,,,boundary,,,Q4832993,,
relation/16355835,relation/16355835,,"8",,,administrative,,,,,,Kavaklı Mahallesi,,,,,,,,,,,boundary,,,Q4833311,,
relation/16355944,relation/16355944,,"8",,,administrative,,,,,,Yukarı Obruk mahallesi,,,,,,,,,,,boundary,,,Q4833350,,
relation/16355945,relation/16355945,,"8",,,administrative,,,,,,Aşağı Obruk mahallesi,,,,,,,,,,,boundary,,,Q4833507,,
relation/16365796,relation/16365796,,"8",,,administrative,,,,,,Durhasan mahallesi,,,,,,,,,,,boundary,,,Q5316614,,
relation/16366655,relation/16366655,,"8",,,administrative,,,,,,Yaylak mahallesi,,,,,,,,,,,boundary,,,Q4833362,,
relation/16376856,relation/16376856,,"8",,,administrative,,,,,,Yıldırımevci mahallesi,,,,,,,,,,,boundary,,,Q4833356,,
relation/16490058,relation/16490058,,"8",,,administrative,,,,,,Yenice Mahallesi,,,,,,,,,,,boundary,,,Q97321049,,
relation/16490059,relation/16490059,,"8",,,administrative,,,,,,İsmetpaşa Mahallesi,,,,,,,,,,,boundary,,,Q97321069,,
relation/16490060,relation/16490060,,"8",,,administrative,,,,,,Gümüşpala Mahallesi,,,,,,,,,,,boundary,,,Q97320943,,
relation/16537826,relation/16537826,,"8",,,administrative,,,,,,İkipınar Mahallesi,,,,,,,,,,,boundary,,,Q8080076,,
relation/16538741,relation/16538741,,"8",,,administrative,,,,,,Melikşah Mahallesi,,,,,,,,,,,boundary,,,Q6812413,,
relation/16538742,relation/16538742,,"8",,,administrative,,,,,,Kızılca Mahallesi,,,,,,,,,,,boundary,,,Q6454805,,
relation/16686516,relation/16686516,,"8",,,administrative,,,,,,Dumlupınar Mahallesi,,,,,,,,,,,boundary,,,Q5313909,,
relation/16686570,relation/16686570,,"8",,,administrative,,,,,,Yenice Mahallesi,,,,,,,,,,,boundary,,,Q8052300,,
relation/16714170,relation/16714170,,"8",,,administrative,,,,,,Semer Mahallesi,,,,,,,,,,,boundary,,,Q6578036,,
relation/16714171,relation/16714171,,"8",,,administrative,,,,,,Ortaköy Mahallesi,,,,,,,,,,,boundary,,,Q7104216,,
relation/16801280,relation/16801280,,"8",,,administrative,,,,,,Yıldırımçatak Mahallesi,,,,,,,,,,,boundary,,,Q8005170,,
relation/16802383,relation/16802383,,"8",,,administrative,,,,,,Olucak Mahallesi,,,,,,,,,,,boundary,,,,,
relation/16802389,relation/16802389,,"8",,,administrative,,,,,,Yıldırımören Mahallesi,,,,,,,,,,,boundary,,,Q8005056,,
relation/16802487,relation/16802487,,"8",,,administrative,,,,,,Yıldırım Hacılar Mahallesi,,,,,,,,,,,boundary,,,Q8003938,,
relation/16811139,relation/16811139,,"8",,,administrative,,,,,,Yıldırım Aydoğan Mahallesi,,,,,,,,,,,boundary,,,Q4832974,,
relation/16811140,relation/16811140,,"8",,,administrative,,,,,,Yıldırım Elören Mahallesi,,,,,,,,,,,boundary,,,Q4833026,,
relation/16811141,relation/16811141,,"8",,,administrative,,,,,,Uluağaç Mahallesi,,,,,,,,,,,boundary,,,Q7880763,,
relation/16826728,relation/16826728,,"8",,,administrative,,,,,,Ömercik Mahallesi,,,,,,,,,,,boundary,,,Q8078970,,
relation/16826863,relation/16826863,,"8",,,administrative,,,,,,Akkuzulu Mahallesi,,,,,,,,,,,boundary,,,Q4701417,,
relation/16827018,relation/16827018,,"8",,,administrative,,,,,,Kargın Mahallesi,,,,,,,,,,,boundary,,,Q6370315,,
relation/16827495,relation/16827495,,"8",,,administrative,,,,,,Kapaklı Mahallesi,,,,,,,,,,,boundary,,,Q6366391,,
relation/16827496,relation/16827496,,"8",,,administrative,,,,,,Mutlu Mahallesi,,,,,,,,,,,boundary,,,Q6943989,,
relation/16827497,relation/16827497,,"8",,,administrative,,,,,,Kızılöz Mahallesi,,,,,,,,,,,boundary,,,Q12810562,,
relation/17057548,relation/17057548,,"8",,,administrative,,,,,,Tohumlar Mahallesi,,,,,,,,,,,boundary,,,Q6069995,,
relation/17057549,relation/17057549,,"8",,,administrative,,,,,,Karataş Mahallesi,,,,,,,,,,,boundary,,,Q97389467,,
relation/17078014,relation/17078014,,"8",,,administrative,,,,,,Otacı Mahallesi,,,,,,,,,,,boundary,,,Q8003971,,
relation/17147248,relation/17147248,,"8",,,administrative,,,,,,Karaçam Mahallesi,,,,,,,,,,,boundary,,,Q8003785,,
relation/17147353,relation/17147353,,"8",,,administrative,,,,,,Yeşilkent Mahallesi,,,,,,,,,,,boundary,,,Q4832984,,
relation/17147431,relation/17147431,,"8",,,administrative,,,,,,Çatokçular Mahallesi,,,,,,,,,,,boundary,,,Q8077563,,
relation/17149096,relation/17149096,,"8",,,administrative,,,,,,Nusratlar Mahallesi,,,,,,,,,,,boundary,,,Q7070373,,
relation/17154548,relation/17154548,,"8",,,administrative,,,,,,Kızılören Mahallesi,,,,,,,,,,,boundary,,,Q6454879,,
relation/17155019,relation/17155019,,"8",,,administrative,,,,,,Hacılar Mahallesi,,,,,,,,,,,boundary,,,Q5637489,,
relation/17160555,relation/17160555,,"8",,,administrative,,,,,,Yukarı Çavundur Mahallesi,,,,,,,,,,,boundary,,,Q8060595,,
relation/17164822,relation/17164822,,"8",,,administrative,,,,,,Kösrelik Mahallesi,,,,,,,,,,,boundary,,,Q4833328,,
relation/17164904,relation/17164904,,"8",,,administrative,,,,,,Sarısu Mahallesi,,,,,,,,,,,boundary,,,Q7424938,,
relation/17164949,relation/17164949,,"8",,,administrative,,,,,,Meşeli Mahallesi,,,,,,,,,,,boundary,,,Q4833300,,
relation/17164950,relation/17164950,,"8",,,administrative,,,,,,Dalyasan Mahallesi,,,,,,,,,,,boundary,,,Q4833341,,
relation/17165141,relation/17165141,,"8",,,administrative,,,,,,Demirci Mahallesi,,,,,,,,,,,boundary,,,Q4833283,,
relation/17165176,relation/17165176,,"8",,,administrative,,,,,,Oymiğde Mahallesi,,,,,,,,,,,boundary,,,Q7116395,,
relation/17174777,relation/17174777,,"8",,,administrative,,,,,,Camili Mahallesi,,,,,,,,,,,boundary,,,Q5026552,,
relation/17174908,relation/17174908,,"8",,,administrative,,,,,,Kuyumcu Mahallesi,,,,,,,,,,,boundary,,,Q6449141,,
relation/17191597,relation/17191597,,"8",,,administrative,,,,,,İmam Hüseyin Mahallesi,,,,,,,,,,,boundary,,,Q8080101,,
relation/17191633,relation/17191633,,"8",,,administrative,,,,,,Küçükali Mahallesi,,,,,,,,,,,boundary,,,Q6454224,,
relation/17191634,relation/17191634,,"8",,,administrative,,,,,,Cücük Mahallesi,,,,,,,,,,,boundary,,,Q5202806,,
relation/17192009,relation/17192009,,"8",,,administrative,,,,,,Eskiçöte Mahallesi,,,,,,,,,,,boundary,,,Q4833383,,
relation/17193901,relation/17193901,,"8",,,administrative,,,,,,Boğaziçi Mahallesi,,,,,,,,,,,boundary,,,Q97230346,,
