id,@id,addr:city,admin_level,alt_name,border_type,boundary,city,designation,district,is_in:city,kaynak,name,name:en,name:ku,name:ru,network,note,old_name,place,population,population:date,source,type,wall:material,@relations,wikidata,wikimedia_commons,wikipedia
relation/6745097,relation/6745097,,"8",,,administrative,,,,,,Ahi Mesut Mahallesi,,,,,,,,,,,boundary,,,Q97320897,,
relation/6745117,relation/6745117,,"8",,,administrative,,,,,,Elvan Mahallesi,,,,,,,,,,,boundary,,,Q109960871,,
relation/6745118,relation/6745118,,"8",,,administrative,,,,,,Piyade Mahallesi,,,,,,,,,,,boundary,,,Q97321004,,
relation/6745141,relation/6745141,,"8",,,administrative,,,,,,Süvari Mahallesi,,,,,,,,,,,boundary,,,Q97321029,,
relation/6745142,relation/6745142,,"8",,,administrative,,,,,,Kazım Karabekir Mahallesi,,,,,,,,,,,boundary,,,Q97320965,,
relation/6745143,relation/6745143,,"8",,,administrative,,,,,,İstasyon Mahallesi,,,,,,,,,,,boundary,,,Q6041769,,
relation/6745165,relation/6745165,,"8",,,administrative,,,,,,Alsancak Mahallesi,,,,,,,,,,,boundary,,,Q97320901,,
relation/6745185,relation/6745185,,"8",,,administrative,,,,,,Bağlıca Mahallesi,,,,,,,,,,,boundary,,,Q6092521,,
relation/6745855,relation/6745855,,"8",,,administrative,Altındağ/Ankara,,,,,Örnek Mahallesi,,,,,,,,,,,boundary,,,Q10802534,,
relation/6747493,relation/6747493,,"8",,,administrative,,,,,,Ergazi Mahallesi,,,,,,,,,,,boundary,,,Q31189805,,
relation/6747494,relation/6747494,,"8",,,administrative,,,,,,Batı Sitesi Mahallesi,,,,,,,,,,,boundary,,,Q31189810,,
relation/6747495,relation/6747495,,"8",,,administrative,,,,,,Yeni Batı Mahallesi,,,,,,,,,,,boundary,,,Q31189807,,
relation/6747513,relation/6747513,,"8",,,administrative,,,,,,Şeker Mahallesi,,,,,,,,,,,boundary,,,Q97321078,,
relation/6747514,relation/6747514,,"8",,,administrative,,,,,,Şehit Osman Avcı Mahallesi,,,,,,,,,,,boundary,,,Q97321074,,
relation/6747515,relation/6747515,,"8",,,administrative,,,,,,Altay Mahallesi,,,,,,,,,,,boundary,,,Q97320902,,
relation/6747547,relation/6747547,,"8",,,administrative,,,,,,Göksu Mahallesi,,,,,,,,,,,boundary,,,Q97320941,,
relation/6747548,relation/6747548,,"8",,,administrative,,,,,,Şeyh Şamil Mahallesi,,,,,,,,,,,boundary,,,Q31189872,"Category:Şeyh Şamil, Etimesgut","tr:Şeyh Şamil, Etimesgut"
relation/6747568,relation/6747568,,"8",,,administrative,,,,,,Tunahan Mahallesi,,,,,,,,,,,boundary,,,Q97321038,,"tr:Tunahan, Etimesgut"
relation/6747569,relation/6747569,,"8",,,administrative,,,,,,Güzelkent Mahallesi,,,,,,,,,,,boundary,,,Q5627197,,
relation/6747593,relation/6747593,,"8",,,administrative,,,,,,Eryaman Mahallesi,,,,,,,,,,,boundary,,,Q110808754,"Category:Eryaman, Etimesgut","tr:Eryaman, Etimesgut"
relation/6747594,relation/6747594,,"8",,,administrative,Etimesgut/Ankara,,,,,Yavuz Selim Mahallesi,,,,,,,,,,,boundary,,,Q97321047,,
relation/6747595,relation/6747595,,"8",,,administrative,,,,,,Yeşilova Mahallesi,,,,,,,,,,,boundary,,,Q97321054,"Category:Yeşilova, Etimesgut","tr:Yeşilova, Etimesgut"
relation/6747635,relation/6747635,,"8",,,administrative,,,,,,Etiler Mahallesi,,,,,,,,,,,boundary,,,Q6001604,,
relation/6747684,relation/6747684,,"8",,,administrative,,,,,,Erler Mahallesi,,,,,,,,,,,boundary,,,Q97320930,,
relation/6747744,relation/6747744,,"8",,,administrative,,,,,,30 Ağustos Mahallesi,,,,,,,,,,,boundary,,,Q6005513,,
relation/6748047,relation/6748047,,"8",,,administrative,,,,,,Ayyıldız Mahallesi,,,,,,,,,,,boundary,,,Q97320909,,
relation/6748082,relation/6748082,,"8",,,administrative,,,,,,Bahçekapı Mahallesi,,,,,,,,,,,boundary,,,Q6041918,,
relation/6748455,relation/6748455,,"8",,,administrative,,,,,,Başpınar Mahallesi,,,,,,,,,,,boundary,,,Q25473418,,
relation/6748456,relation/6748456,,"8",,,administrative,,,,,,Doğantepe Mahallesi,,,,,,,,,,,boundary,,,Q25473439,,
relation/6748492,relation/6748492,,"8",Zülfazıl Mahallesi,,administrative,,,,,,Solfasol Mahallesi,,,,,,,,,,,boundary,,,Q25473505,,
relation/6750636,relation/6750636,,"8",,,administrative,,,,,,Yıldıztepe Mahallesi,,,,,,,,,,,boundary,,,Q10837080,,
relation/6750668,relation/6750668,,"8",,,administrative,,,,,,Güneşevler Mahallesi,,,,,,,,,,,boundary,,,Q25473473,,
relation/6750709,relation/6750709,,"8",,,administrative,,,,,,Aydınlıkevler Mahallesi,,,,,,,,,,,boundary,,,Q97320906,,
relation/6750750,relation/6750750,,"8",,,administrative,,,,,,Ulubey Mahallesi,,,,,,,,,,,boundary,,,Q25473507,,
relation/6750778,relation/6750778,,"8",,,administrative,,,,,,Önder Mahallesi,,,,,,,,,,,boundary,,,Q10803589,,
relation/6750779,relation/6750779,,"8",,,administrative,Altındağ/Ankara,,,,,Gültepe Mahallesi,,,,,,,,,,,boundary,,,Q25473474,,
relation/6750842,relation/6750842,,"8",,,administrative,,,,,,Atıfbey Mahallesi,,,,,,,,,,,boundary,,,Q19610597,,
relation/6752749,relation/6752749,,"8",,,administrative,,,,,,Bostancık Mahallesi,,,,,,,,,,,boundary,,,Q97224793,,
relation/6752807,relation/6752807,,"8",,,administrative,,,,,,Ekin Mahallesi,,,,,,,,,,,boundary,,,Q97225369,,
relation/6752808,relation/6752808,,"8",,,administrative,,,,,,Başak Mahallesi,,,,,,,,,,,boundary,,,Q97230255,,
relation/6752845,relation/6752845,,"8",,,administrative,,,,,,Karaağaç Mahallesi,,,,,,,,,,,boundary,,,Q97226415,,
relation/6752846,relation/6752846,,"8",,,administrative,,,,,,Altıağaç Mahallesi,,,,,,,,,,,boundary,,,Q97224342,,
relation/6752847,relation/6752847,,"8",,,administrative,,,,,,Bahçeleriçi Mahallesi,,,,,,,,,,,boundary,,,Q97224562,,
relation/6753031,relation/6753031,,"8",,,administrative,,,,,,Hüseyingazi Mahallesi,,,,,,,,,,,boundary,,,Q61073106,,
relation/6753032,relation/6753032,,"8",,,administrative,,,,,,Harman Mahallesi,,,,,,,,,,,boundary,,,Q97231234,,
relation/6753085,relation/6753085,,"8",,,administrative,,,,,,Çiğiltepe Mahallesi,,,,,,,,,,,boundary,,,Q97229102,,
relation/6753088,relation/6753088,,"8",,,administrative,Mamak/Ankara,,,,,Altınevler Mahallesi,,,,,,,,,,,boundary,,,Q97224355,,
relation/6753147,relation/6753147,,"8",,,administrative,Mamak/Ankara,,,,,Gülveren Mahallesi,,,,,,,,,,,boundary,,,Q97225980,,
relation/6753148,relation/6753148,,"8",,,administrative,,,,,,Bahçelerüstü Mahallesi,,,,,,,,,,,boundary,,,Q97224567,,
relation/6753443,relation/6753443,,"8",,,administrative,Çankaya/Ankara,,,,,Erzurum Mahallesi,,,,,,,,,,,boundary,,,Q6008093,,
relation/6753459,relation/6753459,,"8",,,administrative,Ankara,,Çankaya,,,Cebeci Mahallesi,,,,,,,,,,,boundary,,,Q6047886,,
relation/6753495,relation/6753495,,"8",,,administrative,Ankara,,Mamak,,,Abidinpaşa Mahallesi,,,,,,,,,,,boundary,,,Q15177937,,
relation/6753496,relation/6753496,,"8",,,administrative,Ankara,,Mamak,,,Balkiraz Mahallesi,,,,,,,,,,,boundary,,,Q97230188,,
relation/6753530,relation/6753530,,"8",,,administrative,,,,,,Hürel Mahallesi,,,,,,,,,,,boundary,,,Q97226252,,
relation/6753531,relation/6753531,,"8",,,administrative,Mamak/Ankara,,,,,Şafaktepe Mahallesi,,,,,,,,,,,boundary,,,Q97229425,,
relation/6753541,relation/6753541,,"8",,,administrative,Mamak/Ankara,,,,,Demirlibahçe Mahallesi,,,,,,,,,,,boundary,,,Q97230577,,
relation/6753704,relation/6753704,,"8",,,administrative,,,,,,Mehtap Mahallesi,,,,,,,,,,,boundary,,,Q97227350,,
relation/6753705,relation/6753705,,"8",,,administrative,Ankara,,Mamak,,,Saimekadın Mahallesi,,,,,,,,,,,boundary,,,Q97227910,,
relation/6753706,relation/6753706,,"8",,,administrative,,,,,,Kartaltepe Mahallesi,,,,,,,,,,,boundary,,,Q97226502,,
relation/6755828,relation/6755828,,"8",,,administrative,,,,,,Çağlayan Mahallesi,,,,,,,,,,,boundary,,,Q97229050,,
relation/6755862,relation/6755862,,"8",,,administrative,,,,,,Tuzluçayır Mahallesi,,,,,,,,,,,boundary,,,Q97232541,,
relation/6755884,relation/6755884,,"8",,,administrative,Ankara,,Mamak,,,Aşık Veysel Mahallesi,,,,,,,,,,,boundary,,,Q97224537,,
relation/6755902,relation/6755902,,"8",Peyami Sefa Mahallesi,,administrative,,,,,,Peyami Safa Mahallesi,,,,,,,,,,,boundary,,,Q97227789,,
relation/6755930,relation/6755930,,"8",,,administrative,,,,,,General Zeki Doğan Mahallesi,,,,,,,,,,,boundary,,,Q97225833,,
relation/6755935,relation/6755935,,"8",,,administrative,,,,,,Şahintepe Mahallesi,,,,,,,,,,,boundary,,,Q97229460,,
relation/6755950,relation/6755950,,"8",,,administrative,,,,,,Mutlu Mahallesi,,,,,,,,,,,boundary,,,Q97227458,,
relation/6755987,relation/6755987,,"8",,,administrative,,,,,,Kutlu Mahallesi,,,,,,,,,,,boundary,,,Q97226948,,
relation/6755988,relation/6755988,,"8",,,administrative,,,,,,Kazım Orbay Mahallesi,,,,,,,,,,,boundary,,,Q97226591,,
relation/6756066,relation/6756066,,"8",,,administrative,,,,,,Türközü Mahallesi,,,,,,,,,,,boundary,,,Q97228466,,
relation/6759086,relation/6759086,,"8",,,administrative,Ankara,,Mamak,,,Akdere Mahallesi,,,,,,,,,,,boundary,,,Q97224151,,
relation/6767479,relation/6767479,,"8",,,administrative,Ankara,,Mamak,,,Şehit Cengiz Topel Mahallesi,,,,,,,,,,,boundary,,,Q97229496,,
relation/6767480,relation/6767480,,"8",,,administrative,Mamak/Ankara,,,,,Fahri Korutürk Mahallesi,,,,,,,,,,,boundary,,,Q97225655,,
relation/6767589,relation/6767589,,"8",,,administrative,Mamak/Ankara,,,,,Durali Alıç Mahallesi,,,,,,,,,,,boundary,,,Q97230687,,
relation/6767590,relation/6767590,,"8",,,administrative,Mamak/Ankara,,,,,Boğaziçi Mahallesi,,,,,,,,,,,boundary,,,Q97224822,,
relation/6767686,relation/6767686,,"8",,,administrative,Mamak/Ankara,,,,,Akşemsettin Mahallesi,,,,,,,,,,,boundary,,,Q97229933,,
relation/6767687,relation/6767687,,"8",,,administrative,Ankara,,Mamak,,,Cengizhan Mahallesi,,,,,,,,,,,boundary,,,Q97224963,,
relation/6767752,relation/6767752,,"8",,,administrative,,,,,,Dutluk Mahallesi,,,,,,,,,,,boundary,,,Q97225331,,
relation/6767753,relation/6767753,,"8",,,administrative,,,,,,Derbent Mahallesi,,,,,,,,,,,boundary,,,Q97225171,,
relation/6767764,relation/6767764,,"8",,,administrative,,,,,,Araplar Mahallesi,,,,,,,,,,,boundary,,,Q97230025,,
relation/6767825,relation/6767825,,"8",,,administrative,,,,,,Dostlar Mahallesi,,,,,,,,,,,boundary,,,Q97225261,,
relation/6767826,relation/6767826,,"8",,,administrative,,,,,,Köstence Mahallesi,,,,,,,,,,,boundary,,,Q97231575,,
relation/6767836,relation/6767836,,"8",,,administrative,Ankara,,Mamak,,,Üreğil Mahallesi,,,,,,,,,,,boundary,,,Q97229184,,
relation/6767865,relation/6767865,,"8",,,administrative,,,,,,Tepecik Mahallesi,,,,,,,,,,,boundary,,,Q97228327,,
relation/6767866,relation/6767866,,"8",,,administrative,,,,,,Kayaş Mahallesi,,,,,,,,,,,boundary,,,Q19611649,,
relation/6768082,relation/6768082,,"8",,,administrative,Ankara,,Mamak,,,Şahap Gürler Mahallesi,,,,,,,,,,,boundary,,,Q97229433,,
relation/6768083,relation/6768083,,"8",,,administrative,Ankara,,Mamak,,,Yeşilbayır Mahallesi,,,,,,,,,,,boundary,,,Q97228811,,
relation/6768248,relation/6768248,,"8",,,administrative,,,,,,Küçük Kayaş Mahallesi,,,,,,,,,,,boundary,,,Q97227167,,
relation/6768370,relation/6768370,,"8",,,administrative,,,,,,Mimar Sinan Mahallesi,,,,,,,,,,,boundary,,,Q97320984,,
relation/6770556,relation/6770556,,"8",,,administrative,,,,,,Yunus Emre Mahallesi,,,,,,,,,,,boundary,,,Q97321056,,
relation/6770589,relation/6770589,,"8",,,administrative,,,,,,Merkez Mahallesi,,,,,,,,,,,boundary,,,Q97320982,,
relation/6770611,relation/6770611,,"8",,,administrative,,,,,,Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97320935,,
relation/6770620,relation/6770620,,"8",,,administrative,,,,,,Tevfik İleri Mahallesi,,,,,,,,,,,boundary,,,Q97321036,,
relation/6770649,relation/6770649,,"8",,,administrative,Ankara,,Çankaya,,,Ertuğrulgazi Mahallesi,,,,,,,,,,,boundary,,,Q97389387,,
relation/6770650,relation/6770650,,"8",,,administrative,Ankara,,Çankaya,,,Fakülteler Mahallesi,,,,,,,,,,,boundary,,,Q25474198,,
relation/6770656,relation/6770656,,"8",,,administrative,Çankaya/Ankara,,,,,Çamlıtepe Mahallesi,,,,,,,,,,,boundary,,,Q97235076,,
relation/6770696,relation/6770696,,"8",,,administrative,,,,,,İleri Mahallesi,,,,,,,,,,,boundary,,,Q97389603,,
relation/6770914,relation/6770914,,"8",,,administrative,,,,,,Ön Cebeci Mahallesi,,,,,,,,,,,boundary,,,Q97389600,,
relation/6770915,relation/6770915,,"8",,,administrative,,,,,,İncesu Mahallesi,,,,,,,,,,,boundary,,,Q97389618,,
relation/6770961,relation/6770961,,"8",,,administrative,Ankara,,Çankaya,,,Topraklık Mahallesi,,,,,,,,,,,boundary,,,Q97389556,,
relation/6770962,relation/6770962,,"8",,,administrative,Ankara,,Çankaya,,,Dilekler Mahallesi,,,,,,,,,,,boundary,,,Q97389360,,
relation/6770963,relation/6770963,,"8",,,administrative,Ankara,,Çankaya,,,50. Yıl Mahallesi,,,,,,,,,,,boundary,,,Q97389227,,
relation/6770976,relation/6770976,,"8",,,administrative,Çankaya/Ankara,,,,,Fidanlık Mahallesi,,,,,,,,,,,boundary,,,Q97233897,,
relation/6770977,relation/6770977,,"8",,,administrative,,,,,,Sağlık Mahallesi,,,,,,,,,,,boundary,,,Q97234691,,
relation/6771185,relation/6771185,,"8",,,administrative,Ankara,,Çankaya,,,Arka Topraklık Mahallsi,,,,,,,,,,,boundary,,,Q97233473,,
relation/6771251,relation/6771251,,"8",,,administrative,,,,,,Zafertepe Mahallesi,,,,,,,,,,,boundary,,,Q97389592,,
relation/6771252,relation/6771252,,"8",,,administrative,,,,,,Göktürk Mahallesi,,,,,,,,,,,boundary,,,Q97320942,,
relation/6771326,relation/6771326,,"8",,,administrative,,,,,,Mimar Sinan Mahallesi,,,,,,,,,,,boundary,,,Q97234367,,
relation/6771327,relation/6771327,,"8",,,administrative,,,,,,Metin Oktay Mahallesi,,,,,,,,,,,boundary,,,Q97234346,,
relation/6771385,relation/6771385,,"8",,,administrative,,,,,,Aşıkpaşa Mahallesi,,,,,,,,,,,boundary,,,Q97389301,,
relation/6771397,relation/6771397,,"8",,,administrative,,,,,,Bayraktar Mahallesi,,,,,,,,,,,boundary,,,Q97389325,"Category:Bayraktar, Çankaya","tr:Bayraktar, Çankaya"
relation/6771418,relation/6771418,,"8",,,administrative,,,,,,Büyükesat Mahallesi,,,,,,,,,,,boundary,,,Q97233707,,
relation/6771450,relation/6771450,,"8",,,administrative,,,,,,Kazım Özalp Mahallesi,,,,,,,,,,,boundary,,,Q97320957,,
relation/6771492,relation/6771492,,"8",,,administrative,,,,,,100. Yıl Mahallesi,,,,,,,,,,,boundary,,,Q97389219,,
relation/6774560,relation/6774560,,"8",,,administrative,,,,,,Umut Mahallesi,,,,,,,,,,,boundary,,,Q97234868,,
relation/6774561,relation/6774561,,"8",,,administrative,,,,,,Murat Mahallesi,,,,,,,,,,,boundary,,,Q97389519,,"tr:Murat, Çankaya"
relation/6774604,relation/6774604,,"8",,,administrative,,,,,,Küçükesat Mahallesi,,,,,,,,,,,boundary,,,Q97234198,,"tr:Küçükesat, Çankaya"
relation/6774605,relation/6774605,,"8",,,administrative,,,,,,Doğuş Mahallesi,,,,,,,,,,,boundary,,,Q97389369,,"tr:Doğuş, Çankaya"
relation/6774715,relation/6774715,,"8",,,administrative,,,,,,Esatoğlu Mahallesi,,,,,,,,,,,boundary,,,Q97389396,,
relation/6774716,relation/6774716,,"8",,,administrative,,,,,,Muhsin Ertuğrul Mahallesi,,,,,,,,,,,boundary,,,Q97389515,,"tr:Muhsin Ertuğrul, Çankaya"
relation/6774717,relation/6774717,,"8",,,administrative,,,,,,Kavaklıdere Mahallesi,,,,,,,,,,,boundary,,,Q6379026,,
relation/6774795,relation/6774795,,"8",,,administrative,,,,,,Tınaztepe Mahallesi,,,,,,,,,,,boundary,,,Q97234834,,
relation/6774796,relation/6774796,,"8",,,administrative,,,,,,Seyranbağları Mahallesi,,,,,,,,,,,boundary,,,Q97389548,,
relation/6774812,relation/6774812,,"8",,,administrative,,,,,,Barbaros Mahallesi,,,,,,,,,,,boundary,,,Q97389309,"Category:Barbaros, Çankaya","tr:Barbaros, Çankaya"
relation/6774813,relation/6774813,,"8",,,administrative,,,,,,Gaziosmanpaşa Mahallesi,,,,,,,,,,,boundary,,,Q5529154,,
relation/6774849,relation/6774849,,"8",,,administrative,,,,,,Birlik Mahallesi,,,,,,,,,,,boundary,,,Q97233674,,
relation/6774990,relation/6774990,,"8",,,administrative,,,,,,Kırkkonaklar Mahallesi,,,,,,,,,,,boundary,,,Q61075923,,
relation/6774991,relation/6774991,,"8",,,administrative,,,,,,Bağcılar Mahallesi,,,,,,,,,,,boundary,,,Q6077469,"Category:Bağcılar, Çankaya","tr:Bağcılar, Çankaya"
relation/6774999,relation/6774999,,"8",,,administrative,,,,,,Bademlidere Mahallesi,,,,,,,,,,,boundary,,,Q97233564,,
relation/6776399,relation/6776399,,"8",,,administrative,,,,,,Boztepe Mahallesi,,,,,,,,,,,boundary,,,Q97389334,,
relation/6776400,relation/6776400,,"8",,,administrative,Çankaya/Ankara,,,,,Güvenevler Mahallesi,,,,,,,,,,,boundary,,,Q97389413,,"tr:Güvenevler, Çankaya"
relation/6776427,relation/6776427,,"8",,,administrative,,,,,,Aziziye Mahallesi,,,,,,,,,,,boundary,,,Q97233511,"Category:Aziziye, Çankaya","tr:Aziziye, Çankaya"
relation/6776519,relation/6776519,,"8",,,administrative,Çankaya/Ankara,,,,,Güzeltepe Mahallesi,,,,,,,,,,,boundary,,,Q97389420,,"tr:Güzeltepe, Çankaya"
relation/6776520,relation/6776520,,"8",,,administrative,,,,,,Yıldızevler Mahallesi,,,,,,,,,,,boundary,,,Q97389588,,
relation/6776562,relation/6776562,,"8",,,administrative,,,,,,Hilal Mahallesi,,,,,,,,,,,boundary,,,Q97389433,,
relation/6776563,relation/6776563,,"8",,,administrative,,,,,,İlkbahar Mahallesi,,,,,,,,,,,boundary,,,Q97389611,,
relation/6776797,relation/6776797,,"8",,,administrative,,,,,,Sancak Mahallesi,,,,,,,,,,,boundary,,,Q97389540,,
relation/6776826,relation/6776826,,"8",,,administrative,,,,,,Çankaya Mahallesi,,,,,,,,,,,boundary,,,Q30598501,,
relation/6776870,relation/6776870,,"8",,,administrative,,,,,,Orta İmrahor Mahallesi,,,,,,,,,,,boundary,,,Q97389533,,
relation/6776871,relation/6776871,,"8",,,administrative,,,,,,Remzi Oğuz Arık Mahallesi,,,,,,,,,,,boundary,,,Q97321009,"Category:Remzi Oğuz Arık, Çankaya","tr:Remzi Oğuz Arık, Çankaya"
relation/6776895,relation/6776895,,"8",,,administrative,,,,,,Ayrancı Mahallesi,,,,,,,,,,,boundary,,,Q20471152,,"tr:Ayrancı, Çankaya"
relation/6776913,relation/6776913,,"8",,,administrative,,,,,,Kültür Mahallesi,,,,,,,,,,,boundary,,,Q97234189,,
relation/6777018,relation/6777018,,"8",,,administrative,,,,,,Kocatepe Mahallesi,,,,,,,,,,,boundary,,,Q97389481,,
relation/6777019,relation/6777019,,"8",,,administrative,,,,,,Meşrutiyet Mahallesi,,,,,,,,,,,boundary,,,Q97389512,,
relation/6777209,relation/6777209,,"8",,,administrative,,,,,,Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,Q97389342,,
relation/6777210,relation/6777210,,"8",,,administrative,,,,,,Kızılay Mahallesi,,,,,,,,,,,boundary,,,Q2115982,,
relation/6777211,relation/6777211,,"8",,,administrative,,,,,,Korkutreis Mahallesi,,,,,,,,,,,boundary,,,Q97389494,,
relation/6777212,relation/6777212,,"8",,,administrative,,,,,,Eti Mahallesi,,,,,,,,,,,boundary,,,Q97233846,,"tr:Eti, Çankaya"
relation/6777213,relation/6777213,,"8",,,administrative,,,,,,Maltepe Mahallesi,,,,,,,,,,,boundary,,,Q6085491,"Category:Maltepe, Çankaya","tr:Maltepe, Çankaya"
relation/6779434,relation/6779434,,"8",,,administrative,,,,,,Namık Kemal Mahallesi,,,,,,,,,,,boundary,,,Q97320988,,
relation/6779435,relation/6779435,,"8",,,administrative,,,,,,Yücetepe Mahallesi,,,,,,,,,,,boundary,,,Q97389581,,"tr:Yücetepe, Çankaya"
relation/6779557,relation/6779557,,"8",,,administrative,,,,,,Anıttepe Mahallesi,,,,,,,,,,,boundary,,,Q85968042,,tr:Anıttepe
relation/6779579,relation/6779579,,"8",,,administrative,,,,,,Mebusevleri Mahallesi,,,,,,,,,,,boundary,,,Q6804370,,tr:Mebusevleri
relation/6779580,relation/6779580,,"8",,,administrative,,,,,,Bahçelievler Mahallesi,,,,,,,,,,,boundary,,,Q4843096,,"tr:Bahçelievler, Çankaya"
relation/6779619,relation/6779619,,"8",,,administrative,,,,,,Yukarı Bahçelievler Mahallesi,,,,,,,,,,,boundary,,,Q97389577,,"tr:Yukarı Bahçelievler, Çankaya"
relation/6779678,relation/6779678,,"8",,,administrative,,,,,,Emek Mahallesi,,,,,,,,,,,boundary,,,Q97389376,,"tr:Emek, Çankaya"
relation/6779679,relation/6779679,,"8",,,administrative,,,,Çankaya/Ankara,,Balgat Mahallesi,,,,,,,,,,,boundary,,,Q6053551,,tr:Balgat
relation/6779680,relation/6779680,,"8",,,administrative,,,,,,Nasuh Akar Mahallesi,,,,,,,,,,,boundary,,,Q97320989,,"tr:Nasuh Akar, Çankaya"
relation/6779698,relation/6779698,,"8",,,administrative,,,,Çankaya/Ankara,,Devlet Mahallesi,,,,,,,,,,,boundary,,,Q97389350,,
relation/6783096,relation/6783096,,"8",,,administrative,,,,,,Oğuzlar Mahallesi,,,,,,,,,,,boundary,,,Q97320998,"Category:Oğuzlar, Çankaya","tr:Oğuzlar, Çankaya"
relation/6783097,relation/6783097,,"8",,,administrative,,,,,,Ehlibeyt Mahallesi,,,,,,,,,,,boundary,,,Q97233813,,
relation/6783098,relation/6783098,,"8",,,administrative,,,,,,Yukarı Öveçler Mahallesi,,,,,,,,,,,boundary,,,Q97235000,,"tr:Yukarı Öveçler, Çankaya"
relation/6783132,relation/6783132,,"8",,,administrative,,,,,,Cevizlidere Mahallesi,,,,,,,,,,,boundary,,,Q97233731,"Category:Cevizlidere, Çankaya","tr:Cevizlidere, Çankaya"
relation/6783133,relation/6783133,,"8",,,administrative,,,,,,Huzur Mahallesi,,,,,,,,,,,boundary,,,Q97389440,,
relation/6783217,relation/6783217,,"8",,,administrative,,,,,,Gökkuşağı Mahallesi,,,,,,,,,,,boundary,,,Q19611349,,
relation/6783218,relation/6783218,,"8",,,administrative,,,,,,Akpınar Mahallesi,,,,,,,,,,,boundary,,,Q97389245,,
relation/6783285,relation/6783285,,"8",,,administrative,,,,,,Karapınar Mahallesi,,,,,,,,,,,boundary,,,Q97389460,,
relation/6786489,relation/6786489,,"8",,,administrative,,,,,,Ata Mahallesi,,,,,,,,,,,boundary,,,Q97389268,,
relation/6786490,relation/6786490,,"8",,,administrative,,,,,,Şehit Cengiz Karaca Mahallesi,,,,,,,,,,,boundary,,,Q97321072,,
relation/6786491,relation/6786491,,"8",,,administrative,,,,,,Aydınlar Mahallesi,,,,,,,,,,,boundary,,,Q97389285,,
relation/6786507,relation/6786507,,"8",,,administrative,,,,,,Şehit Cevdet Özdemir Mahallesi,,,,,,,,,,,boundary,,,Q97321073,,
relation/6786508,relation/6786508,,"8",,,administrative,,,,,,Öveçler Mahallesi,,,,,,,,,,,boundary,,,Q61073139,,"tr:Öveçler, Çankaya"
relation/6786509,relation/6786509,,"8",,,administrative,,,,,,Sokullu Mehmet Paşa Mahallesi,,,,,,,,,,,boundary,,,Q97389552,,"tr:Sokullu Mehmet Paşa, Çankaya"
relation/6786510,relation/6786510,,"8",,,administrative,,,,,,Harbiye Mahallesi,,,,,,,,,,,boundary,,,Q97389427,,"tr:Harbiye, Çankaya"
relation/6786604,relation/6786604,,"8",,,administrative,,,,,,Aşağı Öveçler Mahallesi,,,,,,,,,,,boundary,,,Q97233540,,"tr:Aşağı Öveçler, Çankaya"
relation/6786647,relation/6786647,,"8",,,administrative,,,,,,İlkadım Mahallesi,,,,,,,,,,,boundary,,,Q97389607,,"tr:İlkadım, Çankaya"
relation/6786697,relation/6786697,,"8",,,administrative,,,,,,Naci Çakır Mahallesi,,,,,,,,,,,boundary,,,Q97389526,,
relation/6786698,relation/6786698,,"8",,,administrative,,,,,,Osman Temiz Mahallesi,,,,,,,,,,,boundary,,,Q97320995,,
relation/6786699,relation/6786699,,"8",,,administrative,,,,,,Malazgirt Mahallesi,,,,,,,,,,,boundary,,,Q97320973,,
relation/6786722,relation/6786722,,"8",,,administrative,,,,,,Keklik Pınarı Mahallesi,,,,,,,,,,,boundary,,,Q6065475,,
relation/6786723,relation/6786723,,"8",,,administrative,,,,,,Mürsel Uluç Mahallesi,,,,,,,,,,,boundary,,,Q97389523,,
relation/6787175,relation/6787175,,"8",,,administrative,,,,,,Metin Akkuş Mahallesi,,,,,,,,,,,boundary,,,Q97320983,,
relation/6787176,relation/6787176,,"8",,,administrative,,,,,,İlker Mahallesi,,,,,,,,,,,boundary,,,Q97389615,,
relation/6787177,relation/6787177,,"8",,,administrative,,,,,,Sakarya Mahallesi,,,,,,Yukarı Dikmen Mahallesi,,,,,boundary,,,Q97234992,,
relation/6787190,relation/6787190,,"8",,,administrative,,,,,,Or-An Mahallesi,,,,,,,,,,,boundary,,,Q97234528,,
relation/6787222,relation/6787222,,"8",,,administrative,,,,,,Kızılırmak Mahallesi,,,,,,,,,,,boundary,,,Q97234235,"Category:Kızılırmak, Çankaya","tr:Kızılırmak, Çankaya"
relation/6787293,relation/6787293,,"8",,,administrative,,,,,,Çukurambar Mahallesi,,,,,,,,,,,boundary,,,Q6078800,"Category:Çukurambar, Çankaya",tr:Çukurambar
relation/6787479,relation/6787479,,"8",,,administrative,Çankaya/Ankara,,,,,Söğütözü Mahallesi,,,,,,,,,,,boundary,,,Q6053406,,
relation/6789062,relation/6789062,,"8",,,administrative,,,,,,İşçi Blokları Mahallesi,,,,,,,,,,,boundary,,,Q97235162,"Category:İşçi Blokları, Çankaya","tr:İşçi Blokları, Çankaya"
relation/6789063,relation/6789063,,"8",,,administrative,,,,,,Çiğdem Mahallesi,,,,,,,,,,,boundary,,,Q97389596,,"tr:Çiğdem, Çankaya"
relation/6789069,relation/6789069,,"8",,,administrative,,,,,,Üniversiteler Mahallesi,,,,,,,,,,,boundary,,,Q97235128,,
